,time,Bus 0.vm_pu,Bus 1.vm_pu,Bus 2.vm_pu,WF.p_mw,PV.p_mw,Electrical.p_mw,Power2Heat.p_mw,Power2Gas.p_mw,grid.p_mw,grid.q_mvar,Electrical.q_mvar,Power2Gas.max_p_mw,Power2Gas.min_p_mw,Power2Heat.max_p_mw,Power2Heat.min_p_mw,WF.max_p_mw,PV.max_p_mw
0,0.0,1.0,1.016556710527448,0.989202027201935,89.0,0.0,0.0,45.0,50.0,30.0,0.0,0.0,23.0,23.0,22.5,22.5,100.0,100.0
1,900.0,1.0,1.016510606282491,0.9890574354501016,88.750949,0.0,0.0,45.0,50.0,30.0,0.0,0.0,13.125342265788102,13.125342265788102,39.14483699996246,39.14483699996246,100.0,100.0
2,1800.0,1.0,1.016510606282491,0.9890574354501016,88.750949,0.0,0.0,45.0,50.0,30.0,0.0,0.0,12.404226159007933,12.404226159007933,39.14483699996246,39.14483699996246,100.0,100.0
3,2700.0,1.0,1.016510606282491,0.9890574354501016,88.750949,0.0,0.0,45.0,50.0,30.0,0.0,0.0,11.900975080578478,11.900975080578478,39.14483699996246,39.14483699996246,100.0,100.0
4,3600.0,1.0,1.016510606282491,0.9890574354501016,88.750949,0.0,0.0,45.0,50.0,30.0,0.0,0.0,11.53482867996581,11.53482867996581,39.14483699996246,39.14483699996246,100.0,100.0
5,4500.0,1.0,1.0167938413637754,0.9899500099890538,90.293251,0.0,0.0,45.0,50.0,30.0,0.0,0.0,11.228239976861893,11.228239976861893,39.09273198227583,39.09273198227583,100.0,100.0
6,5400.0,1.0,1.0167938413637754,0.9899500099890538,90.293251,0.0,0.0,45.0,50.0,30.0,0.0,0.0,11.018420541646769,11.018420541646769,39.09273198227583,39.09273198227583,100.0,100.0
7,6300.0,1.0,1.0167938413637754,0.9899500099890538,90.293251,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.85559441538257,10.85559441538257,39.09273198227583,39.09273198227583,100.0,100.0
8,7200.0,1.0,1.0167938413637754,0.9899500099890538,90.293251,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.727783238553755,10.727783238553755,39.09273198227583,39.09273198227583,100.0,100.0
9,8100.0,1.0,1.017207650001736,0.9912732557630345,92.601445,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.496977087719582,10.496977087719582,38.88195694412752,38.88195694412752,100.0,100.0
10,9000.0,1.0,1.017207650001736,0.9912732557630345,92.601445,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.415295026861981,10.415295026861981,38.88195694412752,38.88195694412752,100.0,100.0
11,9900.0,1.0,1.017207650001736,0.9912732557630345,92.601445,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.349834792011613,10.349834792011613,38.88195694412752,38.88195694412752,100.0,100.0
12,10800.0,1.0,1.017207650001736,0.9912732557630345,92.601445,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.297151193542932,10.297151193542932,38.88195694412752,38.88195694412752,100.0,100.0
13,11700.0,1.0,1.0176152520247361,0.9926005137074967,94.943193,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.092666187919393,10.092666187919393,38.613066262125784,38.613066262125784,100.0,100.0
14,12600.0,1.0,1.0176152520247361,0.9926005137074967,94.943193,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.056997129716361,10.056997129716361,38.613066262125784,38.613066262125784,100.0,100.0
15,13500.0,1.0,1.0176152520247361,0.9926005137074967,94.943193,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.028056217264147,10.028056217264147,38.613066262125784,38.613066262125784,100.0,100.0
16,14400.0,1.0,1.0176152520247361,0.9926005137074967,94.943193,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.004531721461644,10.004531721461644,38.613066262125784,38.613066262125784,100.0,100.0
17,15300.0,1.0,1.0180761965319036,0.9941324982394056,97.679965,0.0,0.0,45.0,50.0,30.0,0.0,0.0,9.888249211367855,9.888249211367855,38.448758653754716,38.448758653754716,100.0,100.0
18,16200.0,1.0,1.0180761965319036,0.9941324982394056,97.679965,0.0,0.0,45.0,50.0,30.0,0.0,0.0,9.871917068188132,9.871917068188132,38.448758653754716,38.448758653754716,100.0,100.0
19,17100.0,1.0,1.0180761965319036,0.9941324982394056,97.679965,0.0,0.0,45.0,50.0,30.0,0.0,0.0,9.858594633942362,9.858594633942362,38.448758653754716,38.448758653754716,100.0,100.0
20,18000.0,1.0,1.0180761965319036,0.9941324982394056,97.679965,0.0,0.0,45.0,50.0,30.0,0.0,0.0,9.847718353787446,9.847718353787446,38.448758653754716,38.448758653754716,100.0,100.0
21,18900.0,1.0,1.0182682452040102,0.9947812390025444,98.850022,0.0,0.0,45.0,50.0,30.0,0.0,0.0,9.612178974986891,9.612178974986891,38.056390238049396,38.056390238049396,100.0,100.0
22,19800.0,1.0,1.0182682452040102,0.9947812390025444,98.850022,0.0,0.0,45.0,50.0,30.0,0.0,0.0,9.603233063672144,9.603233063672144,38.056390238049396,38.056390238049396,100.0,100.0
23,20700.0,1.0,1.0182682452040102,0.9947812390025444,98.850022,0.0,0.0,45.0,50.0,30.0,0.0,0.0,9.595919140306819,9.595919140306819,38.056390238049396,38.056390238049396,100.0,100.0
24,21600.0,1.0,1.0182682452040102,0.9947812390025444,98.850022,0.0,0.0,45.0,50.0,30.0,0.0,0.0,9.589936810608334,9.589936810608334,38.056390238049396,38.056390238049396,100.0,100.0
25,22500.0,1.0,1.018309024216834,0.9949198218150836,99.100837,0.0,0.0,45.0,50.0,30.0,0.0,0.0,9.520289068713307,9.520289068713307,37.941907705099574,37.941907705099574,100.0,100.0
26,23400.0,1.0,1.018309024216834,0.9949198218150836,99.100837,0.0,0.0,45.0,50.0,30.0,0.0,0.0,9.51580310213678,9.51580310213678,37.941907705099574,37.941907705099574,100.0,100.0
27,24300.0,1.0,1.018309024216834,0.9949198218150836,99.100837,0.0,0.0,45.0,50.0,30.0,0.0,0.0,9.512130751919994,9.512130751919994,37.941907705099574,37.941907705099574,100.0,100.0
28,25200.0,1.0,1.018309024216834,0.9949198218150836,99.100837,0.0,0.0,45.0,50.0,30.0,0.0,0.0,9.50912378129823,9.50912378129823,37.941907705099574,37.941907705099574,100.0,100.0
29,26100.0,1.0,1.0183545830484082,0.9950749997498,99.382052,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.024673832268899,10.024673832268899,38.82866631322928,38.82866631322928,100.0,100.0
30,27000.0,1.0,1.0183545830484082,0.9950749997498,99.382052,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.02649245747816,10.02649245747816,38.82866631322928,38.82866631322928,100.0,100.0
31,27900.0,1.0,1.0183545830484082,0.9950749997498,99.382052,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.027982963270668,10.027982963270668,38.82866631322928,38.82866631322928,100.0,100.0
32,28800.0,1.0,1.0183545830484082,0.9950749997498,99.382052,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.029204439046424,10.029204439046424,38.82866631322928,38.82866631322928,100.0,100.0
33,29700.0,1.0,1.018378486858147,0.9951565680920146,99.238043,0.291983,0.0,45.0,50.0,30.0,0.0,0.0,10.224462867533209,10.224462867533209,39.14483699996246,39.14483699996246,100.0,100.0
34,30600.0,1.0,1.018378486858147,0.9951565680920146,99.238043,0.291983,0.0,45.0,50.0,30.0,0.0,0.0,10.226724340542642,10.226724340542642,39.14483699996246,39.14483699996246,100.0,100.0
35,31500.0,1.0,1.018378486858147,0.9951565680920146,99.238043,0.291983,0.0,45.0,50.0,30.0,0.0,0.0,10.22857761783521,10.22857761783521,39.14483699996246,39.14483699996246,100.0,100.0
36,32400.0,1.0,1.018378486858147,0.9951565680920146,99.238043,0.291983,0.0,45.0,50.0,30.0,0.0,0.0,10.230096207837509,10.230096207837509,39.14483699996246,39.14483699996246,100.0,100.0
37,33300.0,1.0,1.0192392666883685,0.9981676393161181,99.349675,5.718923,0.0,45.0,50.0,30.0,0.0,0.0,10.26372610082713,10.26372610082713,39.19670971517414,39.19670971517414,100.0,100.0
38,34200.0,1.0,1.0192392666883685,0.9981676393161181,99.349675,5.718923,0.0,45.0,50.0,30.0,0.0,0.0,10.264985941400514,10.264985941400514,39.19670971517414,39.19670971517414,100.0,100.0
39,35100.0,1.0,1.0192392666883685,0.9981676393161181,99.349675,5.718923,0.0,45.0,50.0,30.0,0.0,0.0,10.26601805842189,10.26601805842189,39.19670971517414,39.19670971517414,100.0,100.0
40,36000.0,1.0,1.0192392666883685,0.9981676393161181,99.349675,5.718923,0.0,45.0,50.0,30.0,0.0,0.0,10.266863561214686,10.266863561214686,39.19670971517414,39.19670971517414,100.0,100.0
41,36900.0,1.0,1.0205814588401705,1.0032109504071136,99.356365,15.337419,0.0,45.0,50.0,30.0,0.0,0.0,50.0,10.13804879602188,50.0,38.98781868359663,100.0,100.0
42,37800.0,1.0,1.0205814588401705,1.0032109504071136,99.356365,15.337419,0.0,45.0,50.0,30.0,0.0,0.0,50.0,10.137654083047817,50.0,38.98781868359663,100.0,100.0
43,38700.0,1.0,1.0205814588401705,1.0032109504071136,99.356365,15.337419,0.0,45.0,50.0,30.0,0.0,0.0,50.0,10.137330817127545,50.0,38.98781868359663,100.0,100.0
44,39600.0,1.0,1.0205814588401705,1.0032109504071136,99.356365,15.337419,0.0,45.0,50.0,30.0,0.0,0.0,50.0,10.137066060413371,50.0,38.98781868359663,100.0,100.0
45,40500.0,1.0,1.0234690929823846,1.0167870417012728,99.333389,43.767656,0.0,45.0,50.0,30.0,0.0,0.0,50.0,9.910203379629547,50.0,38.613066262125784,100.0,100.0
46,41400.0,1.0,1.0234690929823846,1.0167870417012728,99.333389,43.767656,0.0,45.0,50.0,30.0,0.0,0.0,50.0,9.908343719073338,50.0,38.613066262125784,100.0,100.0
47,42300.0,1.0,1.0234690929823846,1.0167870417012728,99.333389,43.767656,0.0,45.0,50.0,30.0,0.0,0.0,50.0,9.906820903801936,50.0,38.613066262125784,100.0,100.0
48,43200.0,1.0,1.0234690929823846,1.0167870417012728,99.333389,43.767656,0.0,45.0,50.0,30.0,0.0,0.0,50.0,9.905573804612697,50.0,38.613066262125784,100.0,100.0
49,44100.0,1.0,1.0247933009762706,1.0274861189346514,99.383457,69.304444,0.0,45.0,50.0,30.0,0.0,0.0,50.0,9.807432468100801,50.0,38.448758653754716,100.0,100.0
50,45000.0,1.0,1.0247933009762706,1.0274861189346514,99.383457,69.304444,0.0,45.0,50.0,30.0,0.0,0.0,50.0,9.805875874605897,50.0,38.448758653754716,100.0,100.0
51,45900.0,1.0,1.0247933009762706,1.0274861189346514,99.383457,69.304444,0.0,45.0,50.0,30.0,0.0,0.0,50.0,9.804600986658727,50.0,38.448758653754716,100.0,100.0
52,46800.0,1.0,1.0247933009762706,1.0274861189346514,99.383457,69.304444,0.0,45.0,50.0,30.0,0.0,0.0,50.0,9.803556741498594,50.0,38.448758653754716,100.0,100.0
53,47700.0,1.0,1.024751740148102,1.0269504933393592,99.278348,68.046914,0.0,45.0,50.0,30.0,0.0,0.0,50.0,9.64081231044567,50.0,38.16980352098557,100.0,100.0
54,48600.0,1.0,1.024751740148102,1.0269504933393592,99.278348,68.046914,0.0,45.0,50.0,30.0,0.0,0.0,50.0,9.638912718356686,50.0,38.16980352098557,100.0,100.0
55,49500.0,1.0,1.024751740148102,1.0269504933393592,99.278348,68.046914,0.0,45.0,50.0,30.0,0.0,0.0,50.0,9.637356772402194,50.0,38.16980352098557,100.0,100.0
56,50400.0,1.0,1.024751740148102,1.0269504933393592,99.278348,68.046914,0.0,45.0,50.0,30.0,0.0,0.0,50.0,9.636082184744982,50.0,38.16980352098557,100.0,100.0
57,51300.0,1.0,1.0243772961080686,1.0231515807985063,99.128934,58.793726,0.0,45.0,50.0,30.0,0.0,0.0,50.0,9.635037997168578,50.0,38.16980352098557,100.0,100.0
58,52200.0,1.0,1.0243772961080686,1.0231515807985063,99.128934,58.793726,0.0,45.0,50.0,30.0,0.0,0.0,50.0,9.63418250731274,50.0,38.16980352098557,100.0,100.0
59,53100.0,1.0,1.0243772961080686,1.0231515807985063,99.128934,58.793726,0.0,45.0,50.0,30.0,0.0,0.0,50.0,9.633481578752674,50.0,38.16980352098557,100.0,100.0
60,54000.0,1.0,1.0243772961080686,1.0231515807985063,99.128934,58.793726,0.0,45.0,50.0,30.0,0.0,0.0,50.0,9.63290726248182,50.0,38.16980352098557,100.0,100.0
61,54900.0,1.0,1.022936519674879,1.0138030884458078,99.122275,37.387539,0.0,45.0,50.0,30.0,0.0,0.0,50.0,9.76193893321655,50.0,38.39348338148899,100.0,100.0
62,55800.0,1.0,1.022936519674879,1.0138030884458078,99.122275,37.387539,0.0,45.0,50.0,30.0,0.0,0.0,50.0,9.762511671998341,50.0,38.39348338148899,100.0,100.0
63,56700.0,1.0,1.022936519674879,1.0138030884458078,99.122275,37.387539,0.0,45.0,50.0,30.0,0.0,0.0,50.0,9.762981050929067,50.0,38.39348338148899,100.0,100.0
64,57600.0,1.0,1.022936519674879,1.0138030884458078,99.122275,37.387539,0.0,45.0,50.0,30.0,0.0,0.0,50.0,9.763365711992897,50.0,38.39348338148899,100.0,100.0
65,58500.0,1.0,1.019698132882409,0.9998383192928763,99.375851,8.831553,0.0,45.0,50.0,30.0,0.0,0.0,9.893183810907479,9.893183810907479,38.613066262125756,38.613066262125756,100.0,100.0
66,59400.0,1.0,1.019698132882409,0.9998383192928763,99.375851,8.831553,0.0,45.0,50.0,30.0,0.0,0.0,9.894401166952315,9.894401166952315,38.613066262125756,38.613066262125756,100.0,100.0
67,60300.0,1.0,1.019698132882409,0.9998383192928763,99.375851,8.831553,0.0,45.0,50.0,30.0,0.0,0.0,9.895398864669856,9.895398864669856,38.613066262125756,38.613066262125756,100.0,100.0
68,61200.0,1.0,1.019698132882409,0.9998383192928763,99.375851,8.831553,0.0,45.0,50.0,30.0,0.0,0.0,9.896216489475561,9.896216489475561,38.613066262125756,38.613066262125756,100.0,100.0
69,62100.0,1.0,1.0183244472623068,0.9949723125481794,99.195918,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.091142440796776,10.091142440796776,38.93500718394732,38.93500718394732,100.0,100.0
70,63000.0,1.0,1.0183244472623068,0.9949723125481794,99.195918,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.093131509778384,10.093131509778384,38.93500718394732,38.93500718394732,100.0,100.0
71,63900.0,1.0,1.0183244472623068,0.9949723125481794,99.195918,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.094761666056684,10.094761666056684,38.93500718394732,38.93500718394732,100.0,100.0
72,64800.0,1.0,1.0183244472623068,0.9949723125481794,99.195918,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.096097540610424,10.096097540610424,38.93500718394732,38.93500718394732,100.0,100.0
73,65700.0,1.0,1.0182122963586044,0.9945915817508548,98.507267,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.161944902047848,10.161944902047848,39.04039307719655,39.04039307719655,100.0,100.0
74,66600.0,1.0,1.0182122963586044,0.9945915817508548,98.507267,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.163322322741102,10.163322322741102,39.04039307719655,39.04039307719655,100.0,100.0
75,67500.0,1.0,1.0182122963586044,0.9945915817508548,98.507267,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.16445092600978,10.16445092600978,39.04039307719655,39.04039307719655,100.0,100.0
76,68400.0,1.0,1.0182122963586044,0.9945915817508548,98.507267,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.165375594873606,10.165375594873606,39.04039307719655,39.04039307719655,100.0,100.0
77,69300.0,1.0,1.0180771077726987,0.9941355614186426,97.685474,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.198518745239614,10.198518745239614,39.0927319822758,39.0927319822758,100.0,100.0
78,70200.0,1.0,1.0180771077726987,0.9941355614186426,97.685474,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.199379741130532,10.199379741130532,39.0927319822758,39.0927319822758,100.0,100.0
79,71100.0,1.0,1.0180771077726987,0.9941355614186426,97.685474,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.200085080689577,10.200085080689577,39.0927319822758,39.0927319822758,100.0,100.0
80,72000.0,1.0,1.0180771077726987,0.9941355614186426,97.685474,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.200662879691441,10.200662879691441,39.0927319822758,39.0927319822758,100.0,100.0
81,72900.0,1.0,1.0178777411804643,0.9934686934272935,96.489627,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.265889720329508,10.265889720329508,39.19670971517414,39.19670971517414,100.0,100.0
82,73800.0,1.0,1.0178777411804643,0.9934686934272935,96.489627,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.266758430179333,10.266758430179333,39.19670971517414,39.19670971517414,100.0,100.0
83,74700.0,1.0,1.0178777411804643,0.9934686934272935,96.489627,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.267470038971446,10.267470038971446,39.19670971517414,39.19670971517414,100.0,100.0
84,75600.0,1.0,1.0178777411804643,0.9934686934272935,96.489627,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.268052932286347,10.268052932286347,39.19670971517414,39.19670971517414,100.0,100.0
85,76500.0,1.0,1.0172745301309698,0.991489361051981,92.980903,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.333284250319565,10.333284250319565,39.29976449791749,39.29976449791749,100.0,100.0
86,77400.0,1.0,1.0172745301309698,0.991489361051981,92.980903,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.334156567557221,10.334156567557221,39.29976449791749,39.29976449791749,100.0,100.0
87,78300.0,1.0,1.0172745301309698,0.991489361051981,92.980903,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.334871080161665,10.334871080161665,39.29976449791749,39.29976449791749,100.0,100.0
88,79200.0,1.0,1.0172745301309698,0.991489361051981,92.980903,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.335456309999412,10.335456309999412,39.29976449791749,39.29976449791749,100.0,100.0
89,80100.0,1.0,1.0165918585539904,0.9893124386044807,89.190383,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.36830373181666,10.36830373181666,39.350949655915485,39.350949655915485,100.0,100.0
90,81000.0,1.0,1.0165918585539904,0.9893124386044807,89.190383,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.368937036041165,10.368937036041165,39.350949655915485,39.350949655915485,100.0,100.0
91,81900.0,1.0,1.0165918585539904,0.9893124386044807,89.190383,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.369455720761502,10.369455720761502,39.350949655915485,39.350949655915485,100.0,100.0
92,82800.0,1.0,1.0165918585539904,0.9893124386044807,89.190383,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.369880517151474,10.369880517151474,39.350949655915485,39.350949655915485,100.0,100.0
93,83700.0,1.0,1.016133302039089,0.9878839680644164,86.740936,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.402614627043562,10.402614627043562,39.40190869273782,39.40190869273782,100.0,100.0
94,84600.0,1.0,1.016133302039089,0.9878839680644164,86.740936,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.403140343417137,10.403140343417137,39.40190869273782,39.40190869273782,100.0,100.0
95,85500.0,1.0,1.016133302039089,0.9878839680644164,86.740936,0.0,0.0,45.0,50.0,30.0,0.0,0.0,10.403570883823798,10.403570883823798,39.40190869273782,39.40190869273782,100.0,100.0
